bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
31,222,5,429531,20200810,10673,11031,0.00000635
32,229,6,429531,20200817,9815,10090,0.00000581
33,236,7,429531,20200824,9080,9229,0.00000533
34,243,8,429531,20200831,9777,10363,0.00000596
35,250,9,429531,20200907,10383,10684,0.00000618
36,257,10,429531,20200914,13887,14546,0.00000833
37,264,11,429531,20200921,9577,9862,0.00000567
38,271,12,429531,20200928,8149,8476,0.00000489
39,278,13,429531,20201005,8726,8631,0.00000498
40,285,14,429531,20201012,9234,8973,0.00000519
41,292,15,429531,20201019,8403,8249,0.00000473
42,299,16,429531,20201026,12748,12394,0.00000714
43,306,17,429531,20201102,11217,10088,0.00000587
44,313,18,429531,20201109,49328,46327,0.00002651
45,320,19,429531,20201116,11769,10997,0.00000635
46,327,20,429531,20201123,8505,8130,0.00000468
47,334,21,429531,20201130,7893,7737,0.00000446
48,341,22,429531,20201207,10678,10440,0.00000606
49,348,23,429531,20201214,8177,8304,0.00000479
50,355,24,429531,20201221,8230,8445,0.00000487
51,362,25,429531,20201228,13202,12681,0.00000724
52,369,26,429531,20210104,11440,10739,0.00000619
53,376,27,429531,20210111,6819,6395,0.00000369
54,383,28,429531,20210118,8383,7722,0.00000450
55,390,29,429531,20210125,8217,7847,0.00000451
56,397,30,429531,20210201,6903,6579,0.00000380
57,404,31,429531,20210208,6005,5789,0.00000333
58,411,32,429531,20210215,7743,7343,0.00000425
59,418,33,429531,20210222,7859,7353,0.00000424
60,425,34,429531,20210301,7552,7075,0.00000406
61,432,35,429531,20210308,6825,6476,0.00000372
62,439,36,429531,20210315,9657,9101,0.00000531
63,446,37,429531,20210322,7901,7516,0.00000436
64,453,38,429531,20210329,8323,8253,0.00000475
65,460,39,429531,20210405,6916,6562,0.00000377
66,467,40,429531,20210412,6711,6546,0.00000377
67,474,41,429531,20210419,6670,6529,0.00000377
68,481,42,429531,20210426,5825,5733,0.00000330
69,488,43,429531,20210503,6301,6203,0.00000358
70,495,44,429531,20210510,8367,8185,0.00000475
71,502,45,429531,20210517,6297,6184,0.00000356
72,509,46,429531,20210524,8299,8194,0.00000474
73,516,47,429531,20210531,8105,8101,0.00000470
74,523,48,429531,20210607,6382,6673,0.00000384
75,530,49,429531,20210614,7011,7430,0.00000428
76,537,50,429531,20210621,6602,7117,0.00000411
77,544,51,429531,20210628,7430,7584,0.00000439
78,551,52,429531,20210705,12045,11901,0.00000691
79,558,53,429531,20210712,7337,7670,0.00000442
80,565,54,429531,20210719,8361,8477,0.00000493
81,572,55,429531,20210726,6466,6508,0.00000375
82,579,56,429531,20210802,6946,7018,0.00000403
83,586,57,429531,20210809,7528,7802,0.00000452
84,593,58,429531,20210816,9265,9514,0.00000547
85,600,59,429531,20210823,5929,6155,0.00000355
86,607,60,429531,20210830,5417,5688,0.00000328
87,614,61,429531,20210906,5413,5588,0.00000322
88,621,62,429531,20210913,6101,6465,0.00000372
89,628,63,429531,20210920,5915,6290,0.00000361
90,635,64,429531,20210927,5383,5760,0.00000331
91,642,65,429531,20211004,5752,6190,0.00000355
92,649,66,429531,20211011,5302,5695,0.00000328
93,656,67,429531,20211018,7743,8355,0.00000479
94,663,68,429531,20211025,10857,11606,0.00000666
95,670,69,429531,20211101,6819,7429,0.00000427
96,677,70,429531,20211108,7955,8789,0.00000503
97,684,71,429531,20211115,4921,5452,0.00000314
98,691,72,429531,20211122,4618,5171,0.00000297
99,698,73,429531,20211129,4701,5266,0.00000304
100,705,74,429531,20211206,4794,5327,0.00000306
101,712,75,429531,20211213,4248,4870,0.00000280
102,719,76,429531,20211220,4990,5780,0.00000332
0,5,-26,10277,20200106,10987,10113,0.00000582
1,12,-25,10277,20200113,11479,10726,0.00000618
2,19,-24,10277,20200120,10482,9754,0.00000562
3,26,-23,10277,20200127,10066,9500,0.00000547
4,33,-22,10277,20200203,11159,10476,0.00000603
5,40,-21,10277,20200210,11229,10445,0.00000604
6,47,-20,10277,20200217,9700,9195,0.00000529
7,54,-19,10277,20200224,9018,8640,0.00000498
8,61,-18,10277,20200302,8857,8679,0.00000499
9,68,-17,10277,20200309,8459,8507,0.00000490
10,75,-16,10277,20200316,9046,8886,0.00000514
11,82,-15,10277,20200323,11777,10259,0.00000595
12,89,-14,10277,20200330,13319,10795,0.00000622
13,96,-13,10277,20200406,13808,10809,0.00000624
14,103,-12,10277,20200413,14620,11730,0.00000676
15,110,-11,10277,20200420,14533,11730,0.00000675
16,117,-10,10277,20200427,13777,11477,0.00000659
17,124,-9,10277,20200504,13573,12105,0.00000696
18,131,-8,10277,20200511,12234,11165,0.00000644
19,138,-7,10277,20200518,12095,11506,0.00000663
20,145,-6,10277,20200525,11600,11353,0.00000654
21,152,-5,10277,20200601,12311,12318,0.00000710
22,159,-4,10277,20200608,11716,11755,0.00000676
23,166,-3,10277,20200615,10504,10741,0.00000619
24,173,-2,10277,20200622,10278,10768,0.00000621
25,180,-1,10277,20200629,9991,10389,0.00000599
26,187,0,10277,20200706,720420,727746,0.00042681
27,194,1,10277,20200713,49507,50306,0.00002900
28,201,2,10277,20200720,28480,29243,0.00001683
29,208,3,10277,20200727,21043,22170,0.00001279
30,215,4,10277,20200803,17644,18828,0.00001084
31,222,5,10277,20200810,16054,16579,0.00000956
32,229,6,10277,20200817,14758,15155,0.00000874
33,236,7,10277,20200824,16655,16982,0.00000978
34,243,8,10277,20200831,14330,15168,0.00000874
35,250,9,10277,20200907,13664,14107,0.00000813
36,257,10,10277,20200914,12702,13234,0.00000762
37,264,11,10277,20200921,12206,12552,0.00000723
38,271,12,10277,20200928,11673,12156,0.00000701
39,278,13,10277,20201005,12498,12388,0.00000714
40,285,14,10277,20201012,13825,13506,0.00000777
41,292,15,10277,20201019,13431,13129,0.00000756
42,299,16,10277,20201026,15406,15003,0.00000863
43,306,17,10277,20201102,14834,13498,0.00000777
44,313,18,10277,20201109,17673,16467,0.00000950
45,320,19,10277,20201116,14858,13936,0.00000801
46,327,20,10277,20201123,15762,15067,0.00000867
47,334,21,10277,20201130,14633,14360,0.00000827
48,341,22,10277,20201207,14425,14211,0.00000819
49,348,23,10277,20201214,14351,14601,0.00000840
50,355,24,10277,20201221,15934,16342,0.00000944
51,362,25,10277,20201228,20302,19393,0.00001113
52,369,26,10277,20210104,14856,13933,0.00000803
53,376,27,10277,20210111,13498,12670,0.00000730
54,383,28,10277,20210118,12505,11655,0.00000671
55,390,29,10277,20210125,13057,12453,0.00000717
56,397,30,10277,20210201,12771,12203,0.00000702
57,404,31,10277,20210208,11485,11044,0.00000637
58,411,32,10277,20210215,12204,11611,0.00000669
59,418,33,10277,20210222,13887,13026,0.00000749
60,425,34,10277,20210301,14929,13987,0.00000803
61,432,35,10277,20210308,12585,11925,0.00000687
62,439,36,10277,20210315,17755,16778,0.00000976
63,446,37,10277,20210322,14310,13706,0.00000790
64,453,38,10277,20210329,13924,13787,0.00000795
65,460,39,10277,20210405,13673,12932,0.00000746
66,467,40,10277,20210412,12968,12642,0.00000729
67,474,41,10277,20210419,12404,12164,0.00000701
68,481,42,10277,20210426,21696,21061,0.00001230
69,488,43,10277,20210503,12309,12138,0.00000699
70,495,44,10277,20210510,11685,11530,0.00000664
71,502,45,10277,20210517,11226,11025,0.00000635
72,509,46,10277,20210524,11551,11464,0.00000660
73,516,47,10277,20210531,14325,14470,0.00000830
74,523,48,10277,20210607,13273,13836,0.00000798
75,530,49,10277,20210614,13813,14659,0.00000843
76,537,50,10277,20210621,10891,11768,0.00000678
77,544,51,10277,20210628,11681,11956,0.00000689
78,551,52,10277,20210705,14552,14472,0.00000835
79,558,53,10277,20210712,12514,13098,0.00000754
80,565,54,10277,20210719,11766,12046,0.00000694
81,572,55,10277,20210726,12059,12137,0.00000700
82,579,56,10277,20210802,11147,11227,0.00000647
83,586,57,10277,20210809,10896,11363,0.00000654
84,593,58,10277,20210816,12143,12471,0.00000717
85,600,59,10277,20210823,10104,10499,0.00000605
86,607,60,10277,20210830,10909,11469,0.00000660
87,614,61,10277,20210906,19807,20540,0.00001180
88,621,62,10277,20210913,13791,14589,0.00000840
89,628,63,10277,20210920,13562,14426,0.00000828
90,635,64,10277,20210927,11602,12401,0.00000714
91,642,65,10277,20211004,10812,11601,0.00000668
92,649,66,10277,20211011,11185,12015,0.00000692
93,656,67,10277,20211018,12397,13332,0.00000767
94,663,68,10277,20211025,11323,12062,0.00000695
95,670,69,10277,20211101,11233,12280,0.00000704
96,677,70,10277,20211108,14778,16303,0.00000935
97,684,71,10277,20211115,11143,12349,0.00000711
98,691,72,10277,20211122,11736,13028,0.00000756
99,698,73,10277,20211129,13714,15343,0.00000886
100,705,74,10277,20211206,11333,12564,0.00000724
101,712,75,10277,20211213,9576,10959,0.00000632
102,719,76,10277,20211220,10092,11645,0.00000671
0,0,-27,25727102,20200101,14241,13089,0.00000753
1,7,-26,25727102,20200108,14285,13191,0.00000762
2,14,-25,25727102,20200115,12988,12141,0.00000699
3,21,-24,25727102,20200122,12661,11702,0.00000673
4,28,-23,25727102,20200129,12431,11903,0.00000685
5,35,-22,25727102,20200205,11579,10756,0.00000618
6,42,-21,25727102,20200212,12896,12143,0.00000700
7,49,-20,25727102,20200219,13099,12547,0.00000720
8,56,-19,25727102,20200226,11957,11513,0.00000664
9,63,-18,25727102,20200304,12679,12449,0.00000717
10,70,-17,25727102,20200311,12642,13010,0.00000750
11,77,-16,25727102,20200318,15629,14904,0.00000857
12,84,-15,25727102,20200325,18446,15779,0.00000909
13,91,-14,25727102,20200401,21516,17232,0.00000993
14,98,-13,25727102,20200408,22357,17434,0.00001002
15,105,-12,25727102,20200415,21964,17748,0.00001021
16,112,-11,25727102,20200422,20733,16665,0.00000959
17,119,-10,25727102,20200429,20814,17848,0.00001028
18,126,-9,25727102,20200506,19578,17565,0.00001011
19,133,-8,25727102,20200513,23909,22011,0.00001267
20,140,-7,25727102,20200520,20408,19533,0.00001126
21,147,-6,25727102,20200527,30293,30701,0.00001746
22,154,-5,25727102,20200603,47325,47341,0.00002705
23,161,-4,25727102,20200610,27686,28050,0.00001614
24,168,-3,25727102,20200617,21246,21871,0.00001259
25,175,-2,25727102,20200624,19385,20365,0.00001173
26,182,-1,25727102,20200701,16783,17352,0.00000999
27,189,0,25727102,20200708,6863822,7078372,0.00405802
28,196,1,25727102,20200715,964198,997953,0.00056707
29,203,2,25727102,20200722,213243,218735,0.00012616
30,210,3,25727102,20200729,152548,163175,0.00009362
31,217,4,25727102,20200805,112499,119521,0.00006881
32,224,5,25727102,20200812,90947,93868,0.00005402
33,231,6,25727102,20200819,72607,74394,0.00004285
34,238,7,25727102,20200826,164721,167436,0.00009733
35,245,8,25727102,20200902,117292,124147,0.00007107
36,252,9,25727102,20200909,94709,98205,0.00005650
37,259,10,25727102,20200916,51552,53287,0.00003077
38,266,11,25727102,20200923,76078,78300,0.00004516
39,273,12,25727102,20200930,72927,76137,0.00004345
40,280,13,25727102,20201007,43976,43007,0.00002478
41,287,14,25727102,20201014,45456,44473,0.00002562
42,294,15,25727102,20201021,47049,45829,0.00002638
43,301,16,25727102,20201028,42935,41817,0.00002409
44,308,17,25727102,20201104,62186,56047,0.00003211
45,315,18,25727102,20201111,72061,67696,0.00003883
46,322,19,25727102,20201118,74020,69935,0.00004020
47,329,20,25727102,20201125,53889,51729,0.00002981
48,336,21,25727102,20201202,60413,59359,0.00003420
49,343,22,25727102,20201209,66688,66112,0.00003799
50,350,23,25727102,20201216,61263,63429,0.00003646
51,357,24,25727102,20201223,68885,69415,0.00003986
52,364,25,25727102,20201230,86638,83252,0.00004724
53,371,26,25727102,20210106,69634,65078,0.00003745
54,378,27,25727102,20210113,72977,68951,0.00003970
55,385,28,25727102,20210120,46092,42779,0.00002463
56,392,29,25727102,20210127,40570,38708,0.00002232
57,399,30,25727102,20210203,50694,48499,0.00002789
58,406,31,25727102,20210210,41719,40317,0.00002321
59,413,32,25727102,20210217,45304,43014,0.00002476
60,420,33,25727102,20210224,49353,45687,0.00002638
61,427,34,25727102,20210303,47280,44525,0.00002565
62,434,35,25727102,20210310,61453,57982,0.00003342
63,441,36,25727102,20210317,43497,41946,0.00002415
64,448,37,25727102,20210324,51808,49904,0.00002880
65,455,38,25727102,20210331,82450,80975,0.00004648
66,462,39,25727102,20210407,78977,75342,0.00004342
67,469,40,25727102,20210414,44179,43216,0.00002488
68,476,41,25727102,20210421,62161,59937,0.00003489
69,483,42,25727102,20210428,51930,51245,0.00002949
70,490,43,25727102,20210505,58545,57736,0.00003339
71,497,44,25727102,20210512,46193,45399,0.00002614
72,504,45,25727102,20210519,53787,53002,0.00003045
73,511,46,25727102,20210526,50590,50547,0.00002902
74,518,47,25727102,20210602,39544,40374,0.00002325
75,525,48,25727102,20210609,46855,49249,0.00002831
76,532,49,25727102,20210616,82294,87827,0.00005062
77,539,50,25727102,20210623,69119,74286,0.00004265
78,546,51,25727102,20210630,58373,58884,0.00003389
79,553,52,25727102,20210707,140551,143632,0.00008165
80,560,53,25727102,20210714,63120,66365,0.00003819
81,567,54,25727102,20210721,56960,57341,0.00003319
82,574,55,25727102,20210728,54458,55173,0.00003178
83,581,56,25727102,20210804,48723,49255,0.00002840
84,588,57,25727102,20210811,48913,50820,0.00002926
85,595,58,25727102,20210818,45284,46625,0.00002685
86,602,59,25727102,20210825,40741,42156,0.00002431
87,609,60,25727102,20210901,36735,38554,0.00002220
88,616,61,25727102,20210908,34779,36258,0.00002083
89,623,62,25727102,20210915,33156,34989,0.00002017
90,630,63,25727102,20210922,30583,32550,0.00001873
91,637,64,25727102,20210929,40043,42848,0.00002474
92,644,65,25727102,20211006,45298,48680,0.00002800
93,651,66,25727102,20211013,41751,44760,0.00002581
94,658,67,25727102,20211020,43146,46192,0.00002663
95,665,68,25727102,20211027,37072,39600,0.00002279
96,672,69,25727102,20211103,34070,37439,0.00002155
97,679,70,25727102,20211110,39007,42669,0.00002471
98,686,71,25727102,20211117,28948,32220,0.00001855
99,693,72,25727102,20211124,31706,35285,0.00002033
100,700,73,25727102,20211201,26840,30229,0.00001739
101,707,74,25727102,20211208,25260,28089,0.00001618
102,714,75,25727102,20211215,28535,33134,0.00001908
103,721,76,25727102,20211222,27713,31118,0.00001794
0,2,-27,180733,20200103,4082,3707,0.00000215
1,9,-26,180733,20200110,2852,2646,0.00000153
2,16,-25,180733,20200117,2948,2754,0.00000158
3,23,-24,180733,20200124,2703,2505,0.00000144
4,30,-23,180733,20200131,4899,4726,0.00000269
5,37,-22,180733,20200207,3395,3160,0.00000182
6,44,-21,180733,20200214,8874,8163,0.00000480
7,51,-20,180733,20200221,6164,5914,0.00000341
8,58,-19,180733,20200228,3709,3599,0.00000207
9,65,-18,180733,20200306,9516,9259,0.00000543
10,72,-17,180733,20200313,18371,19039,0.00001091
11,79,-16,180733,20200320,6161,5685,0.00000326
12,86,-15,180733,20200327,6879,5755,0.00000331
13,93,-14,180733,20200403,7466,5923,0.00000341
14,100,-13,180733,20200410,11110,8685,0.00000505
15,107,-12,180733,20200417,19148,15480,0.00000887
16,114,-11,180733,20200424,11502,9251,0.00000533
17,121,-10,180733,20200501,7676,6736,0.00000388
18,128,-9,180733,20200508,20138,18167,0.00001046
19,135,-8,180733,20200515,9120,8536,0.00000491
20,142,-7,180733,20200522,7705,7462,0.00000428
21,149,-6,180733,20200529,5216,5238,0.00000302
22,156,-5,180733,20200605,15961,15362,0.00000911
23,163,-4,180733,20200612,12141,12439,0.00000712
24,170,-3,180733,20200619,5402,5608,0.00000325
25,177,-2,180733,20200626,5070,5314,0.00000307
26,184,-1,180733,20200703,3497,3577,0.00000206
27,191,0,180733,20200710,727391,742576,0.00043033
28,198,1,180733,20200717,97721,100930,0.00005747
29,205,2,180733,20200724,26944,27664,0.00001602
30,212,3,180733,20200731,8856,9466,0.00000545
31,219,4,180733,20200807,5431,5727,0.00000329
32,226,5,180733,20200814,4491,4646,0.00000268
33,233,6,180733,20200821,3326,3394,0.00000196
34,240,7,180733,20200828,3667,3776,0.00000218
35,247,8,180733,20200904,3400,3548,0.00000205
36,254,9,180733,20200911,4679,4828,0.00000280
37,261,10,180733,20200918,3986,4112,0.00000236
38,268,11,180733,20200925,3191,3302,0.00000190
39,275,12,180733,20201002,3798,3828,0.00000222
40,282,13,180733,20201009,6651,6509,0.00000376
41,289,14,180733,20201016,5712,5650,0.00000321
42,296,15,180733,20201023,3377,3284,0.00000189
43,303,16,180733,20201030,28609,27751,0.00001569
44,310,17,180733,20201106,7242,6644,0.00000378
45,317,18,180733,20201113,7285,6811,0.00000394
46,324,19,180733,20201120,14851,14109,0.00000814
47,331,20,180733,20201127,8099,7832,0.00000450
48,338,21,180733,20201204,5145,5086,0.00000293
49,345,22,180733,20201211,5352,5312,0.00000307
50,352,23,180733,20201218,6786,7037,0.00000411
51,359,24,180733,20201225,7061,6964,0.00000401
52,366,25,180733,20210101,4710,4401,0.00000253
53,373,26,180733,20210108,3711,3439,0.00000199
54,380,27,180733,20210115,4173,3924,0.00000225
55,387,28,180733,20210122,3459,3259,0.00000188
56,394,29,180733,20210129,3462,3317,0.00000191
57,401,30,180733,20210205,4813,4601,0.00000265
58,408,31,180733,20210212,3137,3010,0.00000173
59,415,32,180733,20210219,4829,4537,0.00000262
60,422,33,180733,20210226,5960,5584,0.00000320
61,429,34,180733,20210305,19068,17835,0.00001036
62,436,35,180733,20210312,13996,13317,0.00000763
63,443,36,180733,20210319,16802,16147,0.00000930
64,450,37,180733,20210326,198151,192411,0.00011192
65,457,38,180733,20210402,49507,48313,0.00002766
66,464,39,180733,20210409,13739,13081,0.00000759
67,471,40,180733,20210416,7877,7687,0.00000443
68,478,41,180733,20210423,6895,6680,0.00000388
69,485,42,180733,20210430,5241,5157,0.00000297
70,492,43,180733,20210507,5241,5198,0.00000299
71,499,44,180733,20210514,4148,4070,0.00000234
72,506,45,180733,20210521,4657,4593,0.00000264
73,513,46,180733,20210528,4112,4097,0.00000236
74,520,47,180733,20210604,5169,5341,0.00000308
75,527,48,180733,20210611,5738,6037,0.00000348
76,534,49,180733,20210618,6633,7119,0.00000410
77,541,50,180733,20210625,8594,9086,0.00000522
78,548,51,180733,20210702,12432,12376,0.00000713
79,555,52,180733,20210709,31047,31332,0.00001838
80,562,53,180733,20210716,3977,4157,0.00000239
81,569,54,180733,20210723,3295,3310,0.00000191
82,576,55,180733,20210730,3616,3672,0.00000212
83,583,56,180733,20210806,2831,2883,0.00000166
84,590,57,180733,20210813,3978,4096,0.00000236
85,597,58,180733,20210820,4403,4557,0.00000263
86,604,59,180733,20210827,3941,4104,0.00000236
87,611,60,180733,20210903,3707,3871,0.00000223
88,618,61,180733,20210910,5652,5857,0.00000339
89,625,62,180733,20210917,6376,6633,0.00000389
90,632,63,180733,20210924,8416,8915,0.00000517
91,639,64,180733,20211001,3920,4216,0.00000242
92,646,65,180733,20211008,3924,4213,0.00000243
93,653,66,180733,20211015,2890,3096,0.00000179
94,660,67,180733,20211022,2903,3094,0.00000179
95,667,68,180733,20211029,2544,2734,0.00000158
96,674,69,180733,20211105,39908,42280,0.00002534
97,681,70,180733,20211112,6687,7352,0.00000423
98,688,71,180733,20211119,3386,3798,0.00000219
99,695,72,180733,20211126,3570,3979,0.00000229
100,702,73,180733,20211203,2978,3329,0.00000192
101,709,74,180733,20211210,2554,2864,0.00000165
102,716,75,180733,20211217,2956,3448,0.00000199
103,723,76,180733,20211224,4919,5279,0.00000309
0,4,-27,282746,20200105,25738,23644,0.00001361
1,11,-26,282746,20200112,25494,23773,0.00001371
2,18,-25,282746,20200119,25984,24180,0.00001393
3,25,-24,282746,20200126,21425,20044,0.00001156
4,32,-23,282746,20200202,20394,19310,0.00001111
5,39,-22,282746,20200209,24004,22495,0.00001290
6,46,-21,282746,20200216,26717,25194,0.00001450
7,53,-20,282746,20200223,21306,20387,0.00001176
8,60,-19,282746,20200301,23103,22497,0.00001297
9,67,-18,282746,20200308,28046,28059,0.00001619
10,74,-17,282746,20200315,26066,26013,0.00001505
11,81,-16,282746,20200322,28278,25054,0.00001450
12,88,-15,282746,20200329,32081,26123,0.00001510
13,95,-14,282746,20200405,36084,28214,0.00001632
14,102,-13,282746,20200412,51448,41537,0.00002373
15,109,-12,282746,20200419,38629,30937,0.00001798
16,116,-11,282746,20200426,35510,29236,0.00001674
17,123,-10,282746,20200503,35906,31771,0.00001834
18,130,-9,282746,20200510,32970,30032,0.00001732
19,137,-8,282746,20200517,33727,31755,0.00001831
20,144,-7,282746,20200524,28397,27603,0.00001597
21,151,-6,282746,20200531,26602,26614,0.00001536
22,158,-5,282746,20200607,32094,31889,0.00001848
23,165,-4,282746,20200614,28553,29020,0.00001671
24,172,-3,282746,20200621,27239,28551,0.00001650
25,179,-2,282746,20200628,26845,27873,0.00001611
26,186,-1,282746,20200705,35232,36077,0.00002085
27,193,0,282746,20200712,3593236,3600310,0.00210954
28,200,1,282746,20200719,253511,259469,0.00015010
29,207,2,282746,20200726,151046,156774,0.00009115
30,214,3,282746,20200802,102149,108845,0.00006282
31,221,4,282746,20200809,85734,89009,0.00005130
32,228,5,282746,20200816,117103,121218,0.00006953
33,235,6,282746,20200823,111191,111366,0.00006501
34,242,7,282746,20200830,77044,81086,0.00004676
35,249,8,282746,20200906,92547,95755,0.00005523
36,256,9,282746,20200913,86878,90499,0.00005205
37,263,10,282746,20200920,90316,92661,0.00005355
38,270,11,282746,20200927,61363,63752,0.00003677
39,277,12,282746,20201004,73467,73414,0.00004224
40,284,13,282746,20201011,138491,135907,0.00007805
41,291,14,282746,20201018,82315,80287,0.00004633
42,298,15,282746,20201025,65637,63579,0.00003666
43,305,16,282746,20201101,60984,56801,0.00003263
44,312,17,282746,20201108,74354,68697,0.00003951
45,319,18,282746,20201115,93310,87098,0.00005017
46,326,19,282746,20201122,161429,154904,0.00008869
47,333,20,282746,20201129,129401,123101,0.00007263
48,340,21,282746,20201206,102076,100312,0.00005799
49,347,22,282746,20201213,117542,118468,0.00006826
50,354,23,282746,20201220,178856,184017,0.00010717
51,361,24,282746,20201227,312581,300134,0.00017270
52,368,25,282746,20210103,90662,84114,0.00004895
53,375,26,282746,20210110,66797,62314,0.00003595
54,382,27,282746,20210117,61717,57741,0.00003326
55,389,28,282746,20210124,61232,57960,0.00003347
56,396,29,282746,20210131,94791,91380,0.00005225
57,403,30,282746,20210207,123747,117360,0.00006839
58,410,31,282746,20210214,108389,103567,0.00005950
59,417,32,282746,20210221,126021,117313,0.00006821
60,424,33,282746,20210228,70171,65505,0.00003773
61,431,34,282746,20210307,58945,55748,0.00003214
62,438,35,282746,20210314,69777,65735,0.00003816
63,445,36,282746,20210321,53709,51514,0.00002973
64,452,37,282746,20210328,54177,53220,0.00003074
65,459,38,282746,20210404,97522,92412,0.00005356
66,466,39,282746,20210411,75706,73907,0.00004236
67,473,40,282746,20210418,85653,84311,0.00004847
68,480,41,282746,20210425,122105,115654,0.00006894
69,487,42,282746,20210502,49508,48751,0.00002807
70,494,43,282746,20210509,110443,108506,0.00006301
71,501,44,282746,20210516,59706,58319,0.00003371
72,508,45,282746,20210523,49909,49370,0.00002843
73,515,46,282746,20210530,49019,49219,0.00002833
74,522,47,282746,20210606,46799,48539,0.00002805
75,529,48,282746,20210613,40505,42786,0.00002463
76,536,49,282746,20210620,66763,71961,0.00004159
77,543,50,282746,20210627,54399,56076,0.00003232
78,550,51,282746,20210704,49890,50029,0.00002878
79,557,52,282746,20210711,79412,82465,0.00004739
80,564,53,282746,20210718,102008,104961,0.00006052
81,571,54,282746,20210725,70024,70272,0.00004060
82,578,55,282746,20210801,73237,73907,0.00004277
83,585,56,282746,20210808,58768,60279,0.00003500
84,592,57,282746,20210815,51160,52464,0.00003015
85,599,58,282746,20210822,110759,114214,0.00006643
86,606,59,282746,20210829,53083,55441,0.00003195
87,613,60,282746,20210905,51006,52959,0.00003051
88,620,61,282746,20210912,48617,51032,0.00002946
89,627,62,282746,20210919,41172,43611,0.00002512
90,634,63,282746,20210926,43130,46001,0.00002654
91,641,64,282746,20211003,42427,45535,0.00002622
92,648,65,282746,20211010,72801,78790,0.00004511
93,655,66,282746,20211017,42186,45179,0.00002602
94,662,67,282746,20211024,40670,43344,0.00002495
95,669,68,282746,20211031,50829,55496,0.00003186
96,676,69,282746,20211107,68368,75324,0.00004324
97,683,70,282746,20211114,60925,66781,0.00003876
98,690,71,282746,20211121,66442,74672,0.00004287
99,697,72,282746,20211128,52301,58274,0.00003371
100,704,73,282746,20211205,63659,70877,0.00004071
101,711,74,282746,20211212,81315,92697,0.00005337
102,718,75,282746,20211219,101970,118352,0.00006825
0,5,-27,4040762,20200106,2692,2474,0.00000143
1,12,-26,4040762,20200113,2772,2591,0.00000149
2,19,-25,4040762,20200120,2650,2465,0.00000142
3,26,-24,4040762,20200127,2692,2551,0.00000146
4,33,-23,4040762,20200203,2298,2150,0.00000124
5,40,-22,4040762,20200210,2286,2136,0.00000123
6,47,-21,4040762,20200217,2775,2634,0.00000151
7,54,-20,4040762,20200224,2817,2689,0.00000155
8,61,-19,4040762,20200302,3822,3776,0.00000215
9,68,-18,4040762,20200309,4539,4531,0.00000263
10,75,-17,4040762,20200316,3715,3665,0.00000211
11,82,-16,4040762,20200323,7124,6036,0.00000360
12,89,-15,4040762,20200330,3506,2840,0.00000164
13,96,-14,4040762,20200406,3530,2771,0.00000159
14,103,-13,4040762,20200413,3383,2723,0.00000156
15,110,-12,4040762,20200420,2998,2420,0.00000139
16,117,-11,4040762,20200427,2933,2446,0.00000140
17,124,-10,4040762,20200504,3346,2980,0.00000172
18,131,-9,4040762,20200511,3146,2877,0.00000166
19,138,-8,4040762,20200518,2616,2483,0.00000143
20,145,-7,4040762,20200525,2955,2882,0.00000167
21,152,-6,4040762,20200601,2449,2446,0.00000141
22,159,-5,4040762,20200608,2710,2716,0.00000156
23,166,-4,4040762,20200615,2329,2381,0.00000137
24,173,-3,4040762,20200622,3741,3952,0.00000226
25,180,-2,4040762,20200629,3607,3800,0.00000216
26,187,-1,4040762,20200706,2428,2493,0.00000144
27,194,0,4040762,20200713,1923701,1973756,0.00112696
28,201,1,4040762,20200720,172630,177156,0.00010203
29,208,2,4040762,20200727,52855,55449,0.00003212
30,215,3,4040762,20200803,36565,38975,0.00002247
31,222,4,4040762,20200810,33603,34783,0.00002001
32,229,5,4040762,20200817,26842,27647,0.00001590
33,236,6,4040762,20200824,27717,28046,0.00001628
34,243,7,4040762,20200831,22085,23337,0.00001347
35,250,8,4040762,20200907,24953,25748,0.00001484
36,257,9,4040762,20200914,17556,18265,0.00001053
37,264,10,4040762,20200921,17399,17811,0.00001030
38,271,11,4040762,20200928,18790,19473,0.00001128
39,278,12,4040762,20201005,17715,17529,0.00001012
40,285,13,4040762,20201012,23654,23049,0.00001329
41,292,14,4040762,20201019,83864,82399,0.00004722
42,299,15,4040762,20201026,23067,22336,0.00001292
43,306,16,4040762,20201102,15465,14109,0.00000810
44,313,17,4040762,20201109,18151,16950,0.00000976
45,320,18,4040762,20201116,18274,17093,0.00000985
46,327,19,4040762,20201123,19214,18353,0.00001056
47,334,20,4040762,20201130,24996,24554,0.00001412
48,341,21,4040762,20201207,23706,23372,0.00001345
49,348,22,4040762,20201214,24581,25053,0.00001439
50,355,23,4040762,20201221,44553,45160,0.00002639
51,362,24,4040762,20201228,58078,55750,0.00003183
52,369,25,4040762,20210104,36336,34080,0.00001965
53,376,26,4040762,20210111,23365,21914,0.00001263
54,383,27,4040762,20210118,25118,23472,0.00001347
55,390,28,4040762,20210125,23942,22836,0.00001315
56,397,29,4040762,20210201,27531,26337,0.00001514
57,404,30,4040762,20210208,23826,22911,0.00001321
58,411,31,4040762,20210215,22321,21252,0.00001224
59,418,32,4040762,20210222,19144,17917,0.00001033
