bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
77,545,38,26496842,20210629,31174,31710,0.00001828
78,552,39,26496842,20210706,41882,42084,0.00002409
79,559,40,26496842,20210713,31910,33466,0.00001929
80,566,41,26496842,20210720,30888,31428,0.00001809
81,573,42,26496842,20210727,28282,28506,0.00001645
82,580,43,26496842,20210803,30899,31009,0.00001797
83,587,44,26496842,20210810,29132,30367,0.00001747
84,594,45,26496842,20210817,29503,30306,0.00001747
85,601,46,26496842,20210824,28919,29960,0.00001725
86,608,47,26496842,20210831,25402,26669,0.00001537
87,615,48,26496842,20210907,24446,25343,0.00001461
88,622,49,26496842,20210914,24922,26368,0.00001517
89,629,50,26496842,20210921,24821,26368,0.00001517
90,636,51,26496842,20210928,43327,46373,0.00002670
91,643,52,26496842,20211005,63000,68016,0.00003899
92,650,53,26496842,20211012,27528,29588,0.00001701
93,657,54,26496842,20211019,23495,25261,0.00001454
94,664,55,26496842,20211026,23785,25463,0.00001465
95,671,56,26496842,20211102,20418,22257,0.00001280
96,678,57,26496842,20211109,20884,22976,0.00001322
97,685,58,26496842,20211116,24902,27638,0.00001594
98,692,59,26496842,20211123,27569,30996,0.00001772
99,699,60,26496842,20211130,22122,24860,0.00001429
100,706,61,26496842,20211207,24345,26946,0.00001556
101,713,62,26496842,20211214,23112,26589,0.00001537
102,720,63,26496842,20211221,24717,28170,0.00001623
0,3,-43,26709,20200104,65038,59600,0.00003434
1,10,-42,26709,20200111,58551,54633,0.00003139
2,17,-41,26709,20200118,59625,55304,0.00003196
3,24,-40,26709,20200125,47347,44119,0.00002541
4,31,-39,26709,20200201,53599,51169,0.00002948
5,38,-38,26709,20200208,60482,56552,0.00003239
6,45,-37,26709,20200215,73066,68653,0.00003947
7,52,-36,26709,20200222,75088,72095,0.00004148
8,59,-35,26709,20200229,70215,68117,0.00003925
9,66,-34,26709,20200307,62861,62583,0.00003624
10,73,-33,26709,20200314,80283,81833,0.00004709
11,80,-32,26709,20200321,78147,70774,0.00004071
12,87,-31,26709,20200328,105114,86698,0.00005000
13,94,-30,26709,20200404,180740,142374,0.00008178
14,101,-29,26709,20200411,146214,115478,0.00006727
15,108,-28,26709,20200418,112275,89592,0.00005210
16,115,-27,26709,20200425,103614,83929,0.00004830
17,122,-26,26709,20200502,99470,87361,0.00005067
18,129,-25,26709,20200509,79489,71744,0.00004148
19,136,-24,26709,20200516,77736,72214,0.00004202
20,143,-23,26709,20200523,73905,71319,0.00004125
21,150,-22,26709,20200530,75130,75220,0.00004346
22,157,-21,26709,20200606,72856,72281,0.00004168
23,164,-20,26709,20200613,64753,65804,0.00003792
24,171,-19,26709,20200620,65627,68826,0.00003977
25,178,-18,26709,20200627,72796,75995,0.00004393
26,185,-17,26709,20200704,94085,95449,0.00005546
27,192,-16,26709,20200711,84644,86565,0.00004986
28,199,-15,26709,20200718,88934,90279,0.00005251
29,206,-14,26709,20200725,81940,84509,0.00004905
30,213,-13,26709,20200801,61533,65573,0.00003783
31,220,-12,26709,20200808,79401,82978,0.00004781
32,227,-11,26709,20200815,69252,71184,0.00004114
33,234,-10,26709,20200822,328133,337281,0.00019351
34,241,-9,26709,20200829,86034,89074,0.00005143
35,248,-8,26709,20200905,84039,87281,0.00005039
36,255,-7,26709,20200912,61635,64008,0.00003696
37,262,-6,26709,20200919,66165,68002,0.00003917
38,269,-5,26709,20200926,60667,62853,0.00003627
39,276,-4,26709,20201003,64325,64825,0.00003724
40,283,-3,26709,20201010,66543,65119,0.00003761
41,290,-2,26709,20201017,58341,56945,0.00003286
42,297,-1,26709,20201024,56807,54899,0.00003165
43,304,0,26709,20201031,5492246,5406543,0.00298214
44,311,1,26709,20201107,382027,344800,0.00020067
45,318,2,26709,20201114,185994,174248,0.00010036
46,325,3,26709,20201121,147270,140884,0.00008093
47,332,4,26709,20201128,150775,144053,0.00008407
48,339,5,26709,20201205,91032,89601,0.00005168
49,346,6,26709,20201212,89813,89849,0.00005184
50,353,7,26709,20201219,93981,98799,0.00005694
51,360,8,26709,20201226,140083,136109,0.00007836
52,367,9,26709,20210102,85778,79782,0.00004609
53,374,10,26709,20210109,77943,72341,0.00004179
54,381,11,26709,20210116,71738,67374,0.00003873
55,388,12,26709,20210123,75183,70383,0.00004099
56,395,13,26709,20210130,65634,62668,0.00003617
57,402,14,26709,20210206,59435,56883,0.00003281
58,409,15,26709,20210213,55834,53239,0.00003070
59,416,16,26709,20210220,65278,61326,0.00003537
60,423,17,26709,20210227,63160,58927,0.00003393
61,430,18,26709,20210306,66760,63105,0.00003637
62,437,19,26709,20210313,71199,67264,0.00003882
63,444,20,26709,20210320,66713,63995,0.00003693
64,451,21,26709,20210327,62515,61565,0.00003540
65,458,22,26709,20210403,63067,60504,0.00003488
66,465,23,26709,20210410,58956,57065,0.00003289
67,472,24,26709,20210417,53894,52610,0.00003035
68,479,25,26709,20210424,105909,101201,0.00005961
69,486,26,26709,20210501,59885,59062,0.00003403
70,493,27,26709,20210508,61716,61158,0.00003521
71,500,28,26709,20210515,63866,62707,0.00003605
72,507,29,26709,20210522,76149,75171,0.00004331
73,514,30,26709,20210529,64791,64405,0.00003723
74,521,31,26709,20210605,61423,63630,0.00003678
75,528,32,26709,20210612,58751,61862,0.00003570
76,535,33,26709,20210619,57809,62359,0.00003589
77,542,34,26709,20210626,60772,63456,0.00003652
78,549,35,26709,20210703,62452,62317,0.00003590
79,556,36,26709,20210710,57006,58835,0.00003388
80,563,37,26709,20210717,61864,64191,0.00003691
81,570,38,26709,20210724,63627,63820,0.00003685
82,577,39,26709,20210731,55243,56319,0.00003245
83,584,40,26709,20210807,75895,76430,0.00004476
84,591,41,26709,20210814,87355,89683,0.00005169
85,598,42,26709,20210821,83330,86588,0.00004983
86,605,43,26709,20210828,83753,87007,0.00005033
87,612,44,26709,20210904,75170,78290,0.00004515
88,619,45,26709,20210911,85474,89427,0.00005141
89,626,46,26709,20210918,121913,128367,0.00007444
90,633,47,26709,20210925,136715,146272,0.00008406
91,640,48,26709,20211002,170272,182863,0.00010521
92,647,49,26709,20211009,159085,170794,0.00009856
93,654,50,26709,20211016,127282,136117,0.00007849
94,661,51,26709,20211023,94671,101135,0.00005813
95,668,52,26709,20211030,212438,231494,0.00013243
96,675,53,26709,20211106,100177,110578,0.00006355
97,682,54,26709,20211113,84067,92504,0.00005326
98,689,55,26709,20211120,78577,88693,0.00005093
99,696,56,26709,20211127,66879,73873,0.00004286
100,703,57,26709,20211204,54323,60455,0.00003483
101,710,58,26709,20211211,51875,58865,0.00003386
102,717,59,26709,20211218,59140,69202,0.00003982
103,724,60,26709,20211225,101564,109583,0.00006318
0,4,-44,312251,20200105,128641,118979,0.00006802
1,11,-43,312251,20200112,87939,82453,0.00004728
2,18,-42,312251,20200119,41097,38278,0.00002203
3,25,-41,312251,20200126,29052,27381,0.00001568
4,32,-40,312251,20200202,25525,24191,0.00001390
5,39,-39,312251,20200209,24708,23282,0.00001328
6,46,-38,312251,20200216,32849,30874,0.00001783
7,53,-37,312251,20200223,30251,29246,0.00001670
8,60,-36,312251,20200301,72689,71425,0.00004081
9,67,-35,312251,20200308,29585,29524,0.00001708
10,74,-34,312251,20200315,26278,26401,0.00001517
11,81,-33,312251,20200322,27289,24320,0.00001400
12,88,-32,312251,20200329,31415,25692,0.00001478
13,95,-31,312251,20200405,30167,23736,0.00001364
14,102,-30,312251,20200412,42119,34269,0.00001943
15,109,-29,312251,20200419,34812,28251,0.00001621
16,116,-28,312251,20200426,30205,24848,0.00001424
17,123,-27,312251,20200503,31794,28269,0.00001624
18,130,-26,312251,20200510,28615,26225,0.00001503
19,137,-25,312251,20200517,29681,28145,0.00001611
20,144,-24,312251,20200524,34555,33980,0.00001943
21,151,-23,312251,20200531,25538,25677,0.00001475
22,158,-22,312251,20200607,25935,25894,0.00001493
23,165,-21,312251,20200614,34050,34864,0.00001993
24,172,-20,312251,20200621,31003,32597,0.00001878
25,179,-19,312251,20200628,25362,26493,0.00001522
26,186,-18,312251,20200705,27188,27964,0.00001609
27,193,-17,312251,20200712,53525,54861,0.00003142
28,200,-16,312251,20200719,189595,196218,0.00011226
29,207,-15,312251,20200726,76428,78834,0.00004612
30,214,-14,312251,20200802,37813,40378,0.00002326
31,221,-13,312251,20200809,31774,33052,0.00001901
32,228,-12,312251,20200816,44417,46134,0.00002637
33,235,-11,312251,20200823,29877,30236,0.00001747
34,242,-10,312251,20200830,29971,31692,0.00001819
35,249,-9,312251,20200906,25224,26136,0.00001505
36,256,-8,312251,20200913,36502,37967,0.00002187
37,263,-7,312251,20200920,24483,25229,0.00001452
38,270,-6,312251,20200927,24109,25119,0.00001444
39,277,-5,312251,20201004,33579,33334,0.00001931
40,284,-4,312251,20201011,29116,28491,0.00001641
41,291,-3,312251,20201018,23856,23358,0.00001343
42,298,-2,312251,20201025,25827,25155,0.00001443
43,305,-1,312251,20201101,29589,27523,0.00001583
44,312,0,312251,20201108,2626842,2305605,0.00139582
45,319,1,312251,20201115,196133,181900,0.00010545
46,326,2,312251,20201122,130983,125443,0.00007196
47,333,3,312251,20201129,69111,67606,0.00003879
48,340,4,312251,20201206,59019,58393,0.00003353
49,347,5,312251,20201213,53195,54141,0.00003089
50,354,6,312251,20201220,63889,66592,0.00003828
51,361,7,312251,20201227,101666,97523,0.00005617
52,368,8,312251,20210103,208605,196196,0.00011264
53,375,9,312251,20210110,110213,102054,0.00005931
54,382,10,312251,20210117,51259,47969,0.00002762
55,389,11,312251,20210124,35470,33678,0.00001939
56,396,12,312251,20210131,34481,33148,0.00001901
57,403,13,312251,20210207,37922,36751,0.00002096
58,410,14,312251,20210214,33772,32211,0.00001854
59,417,15,312251,20210221,39975,37510,0.00002164
60,424,16,312251,20210228,125691,116496,0.00006758
61,431,17,312251,20210307,35627,33645,0.00001942
62,438,18,312251,20210314,24573,23388,0.00001344
63,445,19,312251,20210321,28937,27914,0.00001602
64,452,20,312251,20210328,32867,32605,0.00001865
65,459,21,312251,20210404,34690,33170,0.00001905
66,466,22,312251,20210411,24539,23935,0.00001373
67,473,23,312251,20210418,27317,26913,0.00001546
68,480,24,312251,20210425,29352,29032,0.00001657
69,487,25,312251,20210502,63311,60932,0.00003590
70,494,26,312251,20210509,26525,26211,0.00001513
71,501,27,312251,20210516,20452,20087,0.00001155
72,508,28,312251,20210523,21314,21175,0.00001214
73,515,29,312251,20210530,25367,25490,0.00001466
74,522,30,312251,20210606,22582,23612,0.00001353
75,529,31,312251,20210613,19783,20892,0.00001203
76,536,32,312251,20210620,26324,28614,0.00001640
77,543,33,312251,20210627,22520,23237,0.00001338
78,550,34,312251,20210704,19030,19088,0.00001098
79,557,35,312251,20210711,19452,20231,0.00001161
80,564,36,312251,20210718,27120,27934,0.00001609
81,571,37,312251,20210725,26560,26716,0.00001540
82,578,38,312251,20210801,32933,33663,0.00001923
83,585,39,312251,20210808,54378,57127,0.00003238
84,592,40,312251,20210815,59765,61538,0.00003523
85,599,41,312251,20210822,43881,45584,0.00002632
86,606,42,312251,20210829,24985,26195,0.00001504
87,613,43,312251,20210905,19079,19832,0.00001141
88,620,44,312251,20210912,25302,26653,0.00001533
89,627,45,312251,20210919,18672,19801,0.00001139
90,634,46,312251,20210926,20887,22409,0.00001285
91,641,47,312251,20211003,22065,23706,0.00001364
92,648,48,312251,20211010,20351,21922,0.00001261
93,655,49,312251,20211017,15982,17157,0.00000986
94,662,50,312251,20211024,13819,14732,0.00000848
95,669,51,312251,20211031,13668,14918,0.00000857
96,676,52,312251,20211107,21480,23525,0.00001359
97,683,53,312251,20211114,12917,14315,0.00000822
98,690,54,312251,20211121,13112,14746,0.00000846
99,697,55,312251,20211128,12384,13911,0.00000798
100,704,56,312251,20211205,13369,14883,0.00000855
101,711,57,312251,20211212,12739,14559,0.00000836
102,718,58,312251,20211219,13268,15470,0.00000888
0,2,-45,305091,20200103,18320,16750,0.00000964
1,9,-44,305091,20200110,60157,55822,0.00003218
2,16,-43,305091,20200117,22312,20797,0.00001199
3,23,-42,305091,20200124,14001,12983,0.00000748
4,30,-41,305091,20200131,11903,11388,0.00000655
5,37,-40,305091,20200207,11401,10627,0.00000610
6,44,-39,305091,20200214,11920,11155,0.00000645
7,51,-38,305091,20200221,10847,10392,0.00000599
8,58,-37,305091,20200228,9864,9554,0.00000551
9,65,-36,305091,20200306,11714,11619,0.00000669
10,72,-35,305091,20200313,9452,9760,0.00000561
11,79,-34,305091,20200320,8323,7643,0.00000441
12,86,-33,305091,20200327,10510,8789,0.00000506
13,93,-32,305091,20200403,11839,9359,0.00000541
14,100,-31,305091,20200410,12034,9549,0.00000547
15,107,-30,305091,20200417,23126,18461,0.00001072
16,114,-29,305091,20200424,34454,27356,0.00001596
17,121,-28,305091,20200501,15477,13579,0.00000783
18,128,-27,305091,20200508,16061,14469,0.00000835
19,135,-26,305091,20200515,19024,17616,0.00001024
20,142,-25,305091,20200522,13827,13320,0.00000767
21,149,-24,305091,20200529,10622,10693,0.00000615
22,156,-23,305091,20200605,11060,10948,0.00000631
23,163,-22,305091,20200612,12086,12250,0.00000709
24,170,-21,305091,20200619,9617,10029,0.00000578
25,177,-20,305091,20200626,10213,10767,0.00000619
26,184,-19,305091,20200703,9157,9384,0.00000540
27,191,-18,305091,20200710,9203,9435,0.00000544
28,198,-17,305091,20200717,11213,11495,0.00000659
29,205,-16,305091,20200724,11973,12313,0.00000712
30,212,-15,305091,20200731,11700,12492,0.00000720
31,219,-14,305091,20200807,10538,11065,0.00000638
32,226,-13,305091,20200814,19485,20255,0.00001161
33,233,-12,305091,20200821,24009,24687,0.00001416
34,240,-11,305091,20200828,33095,34786,0.00001967
35,247,-10,305091,20200904,15772,16541,0.00000951
36,254,-9,305091,20200911,24919,25991,0.00001491
37,261,-8,305091,20200918,22604,23299,0.00001341
38,268,-7,305091,20200925,15469,16017,0.00000923
39,275,-6,305091,20201002,11859,12038,0.00000692
40,282,-5,305091,20201009,10598,10408,0.00000599
41,289,-4,305091,20201016,17366,16929,0.00000976
42,296,-3,305091,20201023,10657,10347,0.00000595
43,303,-2,305091,20201030,13600,13202,0.00000746
44,310,-1,305091,20201106,33893,30899,0.00001769
45,317,0,305091,20201113,627721,609285,0.00033914
46,324,1,305091,20201120,49926,47515,0.00002735
47,331,2,305091,20201127,25617,24728,0.00001424
48,338,3,305091,20201204,30284,30003,0.00001723
49,345,4,305091,20201211,280074,286725,0.00016049
50,352,5,305091,20201218,1244548,1299708,0.00075296
51,359,6,305091,20201225,488896,478710,0.00027767
52,366,7,305091,20210101,252321,233969,0.00013562
53,373,8,305091,20210108,130662,121189,0.00006989
54,380,9,305091,20210115,123870,116179,0.00006693
55,387,10,305091,20210122,112986,106319,0.00006137
56,394,11,305091,20210129,89834,85743,0.00004951
57,401,12,305091,20210205,64350,61521,0.00003547
58,408,13,305091,20210212,58455,56030,0.00003231
59,415,14,305091,20210219,51850,48782,0.00002810
60,422,15,305091,20210226,56034,52447,0.00003009
61,429,16,305091,20210305,44193,41744,0.00002400
62,436,17,305091,20210312,38623,36578,0.00002106
63,443,18,305091,20210319,28607,27534,0.00001584
64,450,19,305091,20210326,26109,25628,0.00001475
65,457,20,305091,20210402,23110,22387,0.00001291
66,464,21,305091,20210409,20391,19540,0.00001126
67,471,22,305091,20210416,19460,19021,0.00001095
68,478,23,305091,20210423,19404,18937,0.00001091
69,485,24,305091,20210430,21371,21097,0.00001213
70,492,25,305091,20210507,20804,20609,0.00001187
71,499,26,305091,20210514,21961,21529,0.00001240
72,506,27,305091,20210521,29614,29308,0.00001682
73,513,28,305091,20210528,23762,23679,0.00001365
74,520,29,305091,20210604,18814,19455,0.00001120
75,527,30,305091,20210611,16534,17436,0.00001003
76,534,31,305091,20210618,18137,19472,0.00001121
77,541,32,305091,20210625,18618,19619,0.00001130
78,548,33,305091,20210702,17491,17426,0.00001004
79,555,34,305091,20210709,17605,18132,0.00001042
80,562,35,305091,20210716,16372,17102,0.00000985
81,569,36,305091,20210723,16543,16614,0.00000957
82,576,37,305091,20210730,16851,17132,0.00000988
83,583,38,305091,20210806,15947,16268,0.00000936
84,590,39,305091,20210813,15896,16391,0.00000944
85,597,40,305091,20210820,17993,18620,0.00001073
86,604,41,305091,20210827,19306,19972,0.00001156
87,611,42,305091,20210903,17679,18480,0.00001064
88,618,43,305091,20210910,21463,22393,0.00001288
89,625,44,305091,20210917,28427,30216,0.00001733
90,632,45,305091,20210924,20389,21804,0.00001252
91,639,46,305091,20211001,18118,19508,0.00001121
92,646,47,305091,20211008,16405,17632,0.00001016
93,653,48,305091,20211015,15817,16964,0.00000978
94,660,49,305091,20211022,16273,17373,0.00001001
95,667,50,305091,20211029,17308,18620,0.00001072
96,674,51,305091,20211105,17015,18782,0.00001081
97,681,52,305091,20211112,18216,19979,0.00001151
98,688,53,305091,20211119,16826,18888,0.00001088
99,695,54,305091,20211126,15675,17422,0.00001004
100,702,55,305091,20211203,15911,17774,0.00001023
101,709,56,305091,20211210,15375,17290,0.00000996
102,716,57,305091,20211217,14083,16455,0.00000948
103,723,58,305091,20211224,17949,19471,0.00001128
0,0,-47,8485,20200101,34483,31672,0.00001822
1,7,-46,8485,20200108,34933,32337,0.00001864
2,14,-45,8485,20200115,28768,26885,0.00001547
3,21,-44,8485,20200122,32340,29970,0.00001720
4,28,-43,8485,20200129,25711,24616,0.00001417
5,35,-42,8485,20200205,27178,25146,0.00001451
6,42,-41,8485,20200212,28462,26751,0.00001545
7,49,-40,8485,20200219,55724,53081,0.00003064
8,56,-39,8485,20200226,41428,39917,0.00002299
9,63,-38,8485,20200304,40628,39783,0.00002296
10,70,-37,8485,20200311,30320,31135,0.00001798
11,77,-36,8485,20200318,195927,180402,0.00010737
12,84,-35,8485,20200325,91552,78779,0.00004511
13,91,-34,8485,20200401,69367,55602,0.00003203
14,98,-33,8485,20200408,82483,64152,0.00003698
15,105,-32,8485,20200415,93414,75277,0.00004342
16,112,-31,8485,20200422,59918,48133,0.00002773
17,119,-30,8485,20200429,68561,58925,0.00003387
18,126,-29,8485,20200506,51977,46540,0.00002685
19,133,-28,8485,20200513,44318,40851,0.00002349
20,140,-27,8485,20200520,40242,38566,0.00002220
21,147,-26,8485,20200527,41307,41381,0.00002380
22,154,-25,8485,20200603,72137,72196,0.00004123
23,161,-24,8485,20200610,40691,41187,0.00002372
24,168,-23,8485,20200617,51381,52884,0.00003045
25,175,-22,8485,20200624,46652,49004,0.00002822
26,182,-21,8485,20200701,36998,38348,0.00002201
27,189,-20,8485,20200708,33107,34025,0.00001957
28,196,-19,8485,20200715,33444,34131,0.00001967
29,203,-18,8485,20200722,34038,34972,0.00002014
30,210,-17,8485,20200729,28895,30754,0.00001773
31,217,-16,8485,20200805,37158,39536,0.00002273
32,224,-15,8485,20200812,34295,35349,0.00002037
33,231,-14,8485,20200819,34425,35272,0.00002032
34,238,-13,8485,20200826,42820,43997,0.00002530
35,245,-12,8485,20200902,35214,37194,0.00002134
36,252,-11,8485,20200909,29243,30319,0.00001745
37,259,-10,8485,20200916,27782,28733,0.00001658
38,266,-9,8485,20200923,27763,28641,0.00001648
39,273,-8,8485,20200930,27547,28604,0.00001641
40,280,-7,8485,20201007,32158,31609,0.00001812
41,287,-6,8485,20201014,25099,24579,0.00001415
42,294,-5,8485,20201021,34316,33351,0.00001924
43,301,-4,8485,20201028,126209,124528,0.00007080
44,308,-3,8485,20201104,75388,67529,0.00003893
45,315,-2,8485,20201111,36774,34501,0.00001982
46,322,-1,8485,20201118,28496,26880,0.00001547
47,329,0,8485,20201125,6128133,5936098,0.00339049
48,336,1,8485,20201202,436132,430991,0.00024692
49,343,2,8485,20201209,148112,146913,0.00008438
50,350,3,8485,20201216,91774,94874,0.00005461
51,357,4,8485,20201223,85836,87173,0.00004967
52,364,5,8485,20201230,66435,63283,0.00003623
53,371,6,8485,20210106,54063,50520,0.00002908
54,378,7,8485,20210113,53209,50262,0.00002895
55,385,8,8485,20210120,44010,40837,0.00002352
56,392,9,8485,20210127,40106,38282,0.00002207
57,399,10,8485,20210203,38753,37070,0.00002132
58,406,11,8485,20210210,36183,34988,0.00002013
59,413,12,8485,20210217,38713,36765,0.00002116
60,420,13,8485,20210224,43782,40638,0.00002340
61,427,14,8485,20210303,40930,38563,0.00002221
62,434,15,8485,20210310,44627,42176,0.00002427
63,441,16,8485,20210317,40208,38751,0.00002232
64,448,17,8485,20210324,39517,38168,0.00002197
65,455,18,8485,20210331,37659,36914,0.00002123
66,462,19,8485,20210407,34035,32526,0.00001871
67,469,20,8485,20210414,33281,32551,0.00001874
68,476,21,8485,20210421,32907,32114,0.00001847
69,483,22,8485,20210428,43702,42934,0.00002482
70,490,23,8485,20210505,34864,34525,0.00001988
71,497,24,8485,20210512,38236,37603,0.00002164
72,504,25,8485,20210519,96900,95157,0.00005485
73,511,26,8485,20210526,57613,57538,0.00003305
74,518,27,8485,20210602,48826,49962,0.00002870
75,525,28,8485,20210609,59480,62324,0.00003594
76,532,29,8485,20210616,68027,72683,0.00004184
77,539,30,8485,20210623,80514,86530,0.00004968
78,546,31,8485,20210630,78085,78484,0.00004533
79,553,32,8485,20210707,165033,163577,0.00009588
80,560,33,8485,20210714,92269,97248,0.00005582
81,567,34,8485,20210721,51080,51788,0.00002976
82,574,35,8485,20210728,40096,40640,0.00002340
83,581,36,8485,20210804,59403,60097,0.00003462
84,588,37,8485,20210811,50843,52940,0.00003042
85,595,38,8485,20210818,43163,44479,0.00002559
86,602,39,8485,20210825,38639,40081,0.00002305
87,609,40,8485,20210901,41302,43359,0.00002496
88,616,41,8485,20210908,44741,46703,0.00002680
89,623,42,8485,20210915,37514,39728,0.00002282
90,630,43,8485,20210922,32855,34930,0.00002012
91,637,44,8485,20210929,33845,36362,0.00002091
92,644,45,8485,20211006,39379,42163,0.00002434
93,651,46,8485,20211013,45653,49236,0.00002823
94,658,47,8485,20211020,46785,50012,0.00002888
95,665,48,8485,20211027,125003,133591,0.00007685
96,672,49,8485,20211103,108167,118837,0.00006841
97,679,50,8485,20211110,77659,85505,0.00004919
98,686,51,8485,20211117,78231,86966,0.00005014
99,693,52,8485,20211124,120431,134848,0.00007721
100,700,53,8485,20211201,60237,67965,0.00003902
101,707,54,8485,20211208,60331,67130,0.00003865
102,714,55,8485,20211215,68980,80089,0.00004612
103,721,56,8485,20211222,59899,66555,0.00003878
0,1,-49,158991,20200102,9724,8851,0.00000510
1,8,-48,158991,20200109,7502,6960,0.00000401
2,15,-47,158991,20200116,10875,10040,0.00000584
3,22,-46,158991,20200123,7847,7297,0.00000418
4,29,-45,158991,20200130,7336,7008,0.00000404
5,36,-44,158991,20200206,6186,5749,0.00000331
6,43,-43,158991,20200213,9264,8637,0.00000501
7,50,-42,158991,20200220,10763,10378,0.00000594
8,57,-41,158991,20200227,5960,5759,0.00000331
9,64,-40,158991,20200305,5649,5559,0.00000320
10,71,-39,158991,20200312,6264,6456,0.00000373
11,78,-38,158991,20200319,5642,5283,0.00000304
12,85,-37,158991,20200326,6510,5495,0.00000317
13,92,-36,158991,20200402,9070,7210,0.00000417
14,99,-35,158991,20200409,22131,17058,0.00000996
15,106,-34,158991,20200416,12301,9830,0.00000571
16,113,-33,158991,20200423,8838,7065,0.00000408
17,120,-32,158991,20200430,8808,7654,0.00000442
18,127,-31,158991,20200507,9053,8114,0.00000469
19,134,-30,158991,20200514,7747,7167,0.00000414
20,141,-29,158991,20200521,6919,6634,0.00000383
21,148,-28,158991,20200528,24077,24106,0.00001393
22,155,-27,158991,20200604,8774,8670,0.00000500
23,162,-26,158991,20200611,34607,35218,0.00002027
24,169,-25,158991,20200618,47471,48746,0.00002829
25,176,-24,158991,20200625,15229,15921,0.00000922
26,183,-23,158991,20200702,8571,8824,0.00000507
27,190,-22,158991,20200709,6855,7057,0.00000406
28,197,-21,158991,20200716,11449,11748,0.00000673
29,204,-20,158991,20200723,7647,7817,0.00000453
30,211,-19,158991,20200730,44323,47369,0.00002723
31,218,-18,158991,20200806,20257,21562,0.00001232
32,225,-17,158991,20200813,129463,135112,0.00007703
33,232,-16,158991,20200820,26979,27849,0.00001594
34,239,-15,158991,20200827,14574,14783,0.00000863
35,246,-14,158991,20200903,9801,10307,0.00000593
36,253,-13,158991,20200910,7362,7631,0.00000440
37,260,-12,158991,20200917,7468,7698,0.00000444
38,267,-11,158991,20200924,8034,8307,0.00000478
39,274,-10,158991,20201001,7080,7261,0.00000417
40,281,-9,158991,20201008,7589,7437,0.00000429
41,288,-8,158991,20201015,7242,7042,0.00000407
42,295,-7,158991,20201022,7881,7686,0.00000441
43,302,-6,158991,20201029,8442,8104,0.00000467
44,309,-5,158991,20201105,7957,7216,0.00000414
45,316,-4,158991,20201112,10044,9318,0.00000542
46,323,-3,158991,20201119,10365,9775,0.00000565
47,330,-2,158991,20201126,8438,8118,0.00000468
48,337,-1,158991,20201203,8319,8193,0.00000472
49,344,0,158991,20201210,892884,892808,0.00051000
50,351,1,158991,20201217,43608,45421,0.00002616
51,358,2,158991,20201224,39112,39384,0.00002236
52,365,3,158991,20201231,21394,20342,0.00001161
53,372,4,158991,20210107,44218,41580,0.00002372
54,379,5,158991,20210114,11243,10573,0.00000608
55,386,6,158991,20210121,8656,8116,0.00000467
56,393,7,158991,20210128,8691,8303,0.00000479
57,400,8,158991,20210204,7607,7290,0.00000419
58,407,9,158991,20210211,6440,6194,0.00000357
59,414,10,158991,20210218,10277,9624,0.00000558
60,421,11,158991,20210225,8915,8309,0.00000478
61,428,12,158991,20210304,7063,6659,0.00000383
62,435,13,158991,20210311,8746,8319,0.00000476
63,442,14,158991,20210318,7234,6974,0.00000401
64,449,15,158991,20210325,10860,10589,0.00000608
65,456,16,158991,20210401,14594,14108,0.00000820
66,463,17,158991,20210408,7760,7394,0.00000428
67,470,18,158991,20210415,6010,5880,0.00000339
68,477,19,158991,20210422,5968,5810,0.00000335
69,484,20,158991,20210429,6335,6233,0.00000360
70,491,21,158991,20210506,6732,6676,0.00000384
71,498,22,158991,20210513,6632,6531,0.00000375
72,505,23,158991,20210520,6488,6378,0.00000367
73,512,24,158991,20210527,6878,6838,0.00000395
74,519,25,158991,20210603,7828,8016,0.00000463
75,526,26,158991,20210610,11156,11738,0.00000676
76,533,27,158991,20210617,6757,7224,0.00000416
77,540,28,158991,20210624,8058,8508,0.00000495
78,547,29,158991,20210701,6308,6289,0.00000362
79,554,30,158991,20210708,6484,6613,0.00000381
80,561,31,158991,20210715,6038,6345,0.00000365
81,568,32,158991,20210722,6647,6652,0.00000385
82,575,33,158991,20210729,5882,5979,0.00000344
83,582,34,158991,20210805,10761,10870,0.00000629
84,589,35,158991,20210812,9520,9949,0.00000568
85,596,36,158991,20210819,6995,7189,0.00000415
86,603,37,158991,20210826,5909,6098,0.00000353
87,610,38,158991,20210902,6250,6545,0.00000377
88,617,39,158991,20210909,7125,7423,0.00000427
89,624,40,158991,20210916,7373,7776,0.00000449
90,631,41,158991,20210923,6263,6663,0.00000384
91,638,42,158991,20210930,22770,24923,0.00001408
92,645,43,158991,20211007,6806,7313,0.00000421
93,652,44,158991,20211014,6737,7221,0.00000417
94,659,45,158991,20211021,6241,6674,0.00000384
95,666,46,158991,20211028,6652,7112,0.00000410
96,673,47,158991,20211104,7899,8749,0.00000502
97,680,48,158991,20211111,13950,15398,0.00000883
98,687,49,158991,20211118,6277,7006,0.00000404
99,694,50,158991,20211125,6166,6867,0.00000395
100,701,51,158991,20211202,6841,7642,0.00000441
101,708,52,158991,20211209,9891,11082,0.00000637
102,715,53,158991,20211216,8564,9958,0.00000575
103,722,54,158991,20211223,24392,26754,0.00001554
0,3,-51,18896198,20200104,53,45,0.00000003
1,10,-50,18896198,20200111,71,62,0.00000004
2,17,-49,18896198,20200118,75,67,0.00000004
